	NR	Malgruppe	Alder	Region	Kjonnsidentitet	KID_egne_ord	Cis	Spesifiser_Cis	Pronomener	Intersex	Seksuell_orientering_1	Seksuell_orientering_2	Seksuell_orientering_3	Seksuell_orientering_4	Seksuell_orientering_5	Seksuell_orientering_6	Seksuell_orientering_7	Seksuell_orientering_8	SO_egne_ord	Annen_RO	RO_1	RO_2	RO_3	RO_4	RO_5	RO_6	RO_7	RO_8	RO_egne_ord	Synlig_Skeiv_1	Synlig_Skeiv_2	Synlig_Skeiv_3	Synlig_Skeiv_4	Synlig_Skeiv_5	Skeiv_ID	Marginalisert_ident	Spesifiser_marg_ident	Sist_besok	Hyppighet	Urban	Deichman	Valgt_andre_bib	UV	UBU	Andre_temaer	Arr	utlan	bla_i	datamaskin	still_spm	utrygt	m_med_respekt	feilkjonnet	antatt_orientering	Interaksjon_bibansatt_1	Interaksjon_bibansatt_2	Interaksjon_bibansatt_3	Interaksjon_bibansatt_4	Interaksjon_brukere_1	Interaksjon_brukere_2	Interaksjon_brukere_3	Interaksjon_brukere_4	Utvalg_KID	Utvalg_Orientering	Utvalg_Intersex	Utvalg_lykkelig	Utvalg_fag	Aldri_tenkt	Utrygt_stille_spm	Rep_matters_B	Bib_pleier_ha	Alltid_velkommen	Trygge_rom_gen_B	Ingen_rolle	Ingenting_tilby	Bibs_ansvar	Minoritetsstress_ansatte	Minoritetsstress_brukere	Lhbtiq_vennlig	Rom_for_forbedring	Andre_brukere	Helt_meg_selv	Ikke_velkommen	Ingen_rolle_IB	Trygge_rom_pers_IB	Trygge_rom_gen_IB	Godt_utvalg	Skeiv_medieforbruk_pos	Skeiv_medieforbruk_neg	Rep_matters_IB	Mer_skj_item	Mer_skj_skaper	Mer_skj_mangfold	Mer_faglitt	Mer_BU	Bedre_gjenfinning	Info	Kompetanseheving	Apne_ansatte	Tredje_KI	Selvbestemt_KID	Endre_KID	Toaletter	Pronomen_bruk	Nulltoleranse	Skilting	Behov_kompetanseheving	Overall_tilfredshet	Svartid
44	12440498		30-44	S	M	Hårete mann som tror binær er pisspriek	Y		Han	N	Ace		Bi		Q				Demiromantic demisexual pansexual	N											S				1.0	Y		Mindre enn 3 måneder siden	10-19 ganger	N	N	Y	0.0	1.0	1.0	1.0	-1.0	-2.0	0.0	0.0	-2.0	2.0	N	N	Y_Pos				Y_Pos				2.0	1.0		1.0	1.0	0.0	-2.0	2.0	1.0	2.0	1.0	2.0	-2.0	-1.0	-1.0	-2.0	2.0	1.0	1.0	2.0									2	2	2	2	1	2	1	2	2	2	2	2	2	2	2	2	6.0	5.0	24 minutter 33 sekunder
45	12440542		30-44	T	K	Dame, kvinne, jente	Y		Hun/henne	N				LG					Lesbisk, skeiv	N													N		2.0	N		3-11 måneder siden	1-2 ganger	Y	N	Y	-1.0	-2.0	-1.0	-2.0	0.0	0.0	-2.0	-1.0	-2.0	2.0	N	N				N				N	2.0	-1.0		-2.0		1.0		2.0	-1.0	2.0	2.0	2.0	-2.0	2.0	-2.0	-2.0	2.0		2.0	2.0									2	2	2	2	2	1	1	1	-1	1	1	2	2	0	2	1	5.0	5.0	16 minutter 2 sekunder
46	12440697		30-44	O	M		N		Han	N				LG					Homofil	N													N		1.0	N		3-6 år siden	1-2 ganger	Y	N	N					1.0	1.0	1.0	-2.0	-2.0	2.0	Y	N				N				N	-2.0	-2.0		-1.0	0.0	-2.0	-2.0	2.0	0.0	2.0	2.0	2.0	-1.0	0.0	-2.0	-2.0	2.0	0.0	0.0	2.0									2	2	2	2	2	2	2	2	0	0	0	2	2	-2	2	1	5.0	4.0	19 minutter 58 sekunder
47	12440929		30-44	O	K	Kvinne	Y		hun/henne	N								NONE	Panfil, panseksuell, demiromantisk og demiseksuell	N											S				2.0	Y		3-6 år siden	1-2 ganger	Y	N	N					0.0	0.0	-2.0	-1.0	-1.0	1.0	N	N				N	Y_Pos				2.0	-2.0		0.0	-1.0	-1.0	1.0	2.0	-1.0	1.0	1.0	0.0	-1.0	1.0	0.0	-2.0	2.0	1.0	0.0	1.0									2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	6.0	4.0	27 minutter 26 sekunder
48	12441310		16-29	O	IB		N		Han	U					Q					N										Y	S				2.0	Y		Mindre enn 3 måneder siden	1-2 ganger	Y	N	Y	-1.0	-1.0	-2.0	-1.0	-1.0	0.0	-2.0	-2.0	-1.0	2.0	Y	N				N			U		-2.0	-2.0		-1.0	1.0	-1.0	1.0	2.0	1.0	2.0	2.0	1.0	-2.0	2.0	2.0	-1.0	2.0	1.0	2.0	1.0									2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	5.0	5.0	12 minutter 46 sekunder
49	12441319		30-44	O	K	Kvinne	Y		Hun	N			Bi						Panfil	N													N		2.0	Y		Mindre enn 3 måneder siden	10-19 ganger	Y	N	N	-1.0	-2.0	-2.0	-2.0	-1.0	0.0	-2.0	-1.0	-2.0	2.0	N	N				N				N		1.0		-1.0		1.0	-2.0	1.0		2.0	2.0	2.0	-1.0	2.0		-2.0	1.0	0.0	1.0	1.0									2	2	2	2	2	2	1	2	2	2	2	2	0	0	2	1	7.0	2.0	12 minutter 48 sekunder
50	12441381		30-44	V	K		Y		Hun/henne	N			Bi		Q				Bifil	N													N		1.0	N		3-11 måneder siden	1-2 ganger	Y	N	N	-2.0	-2.0	-2.0	-2.0	1.0	-1.0	-2.0	-1.0	-2.0	1.0	N	N				N				N	2.0	-1.0		-1.0	1.0	-1.0		2.0	-1.0	1.0	0.0	2.0	-1.0	2.0	0.0	1.0	1.0	1.0	1.0	0.0									2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	7.0	5.0	7 timer 23 minutter 24 sekunder
51	12441638		16-29	O	IB		N		Han/hen og de/dem	N				LG						Y				LG								I			1.0	N		1-3 år siden	3-5 ganger	Y	N	N	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	0.0	0.0	1.0	N	N				N				N	-1.0	-2.0	-2.0	-2.0	-1.0	-2.0	2.0	1.0	-2.0	1.0	1.0	0.0	2.0	-1.0	1.0	0.0	1.0	2.0	0.0	-1.0									2	2	2	2	2	2	2	2	1	2	2	2	2	1	2	2	7.0	3.0	17 minutter 7 sekunder
52	12441799		30-44	V	K		Y		Kan fint bruke alt utenom han :-p	N			Bi		Q				Skeiv eller bi (som i tiltrukket av mer enn ett kjønn )	N												I			1.0	U		Mindre enn 3 måneder siden	40 ganger eller mer	N	N	N	-1.0	1.0	-2.0	-2.0	1.0	0.0	-1.0	0.0	-2.0	1.0	N	U			U		Y_Pos				2.0	-1.0		-1.0	0.0	-2.0	-2.0	2.0	1.0	2.0	2.0	2.0	-2.0	2.0	1.0	-2.0	2.0	1.0	2.0	0.0									2	2	2	2	2	2	1	2	1	2	2	2	2	1	2	2	6.0	4.0	12 minutter 58 sekunder
53	12442328		30-44	O	K	Pan	Y		Hun/henne	N			Bi		Q				Pan. Forelsker meg i person uavhengig kjønn.	N												I	N		0.0	N		Mindre enn 3 måneder siden	40 ganger eller mer	Y	N	N	-1.0	-1.0	2.0	0.0	1.0	1.0	0.0	0.0	-2.0	2.0	N	N				N				N	-2.0			1.0	2.0	0.0		0.0	1.0	2.0	2.0	2.0	-2.0	2.0	-2.0	-2.0	2.0	-1.0	0.0	2.0									1	1	1	0	1	1	0	0	0	2	1	1	0	0	2	-2	4.0	4.0	30 minutter 42 sekunder
54	12443960		30-44	O	M		Y		han	N				LG						Y		Het		LG								I			2.0	N		Mindre enn 3 måneder siden	3-5 ganger		Y	N	-2.0	-2.0	-2.0	-1.0	1.0	1.0	0.0	-1.0	-2.0	2.0	N	N				N				N	2.0	-1.0		0.0	-1.0	-2.0	-1.0	2.0	1.0	2.0	2.0	2.0	-2.0	2.0	-2.0	1.0	2.0	0.0	2.0	1.0									2	2	2	2	2	1	1	1	1	2	2	1	2	0	2	2	7.0	6.0	18 minutter 55 sekunder
55	12444164		16-29	V	K		Y		hun/henne	N	Ace			LG	Q					N														U	1.0	N		3-11 måneder siden	3-5 ganger	Y	N	N	-1.0	-2.0	1.0	-1.0	-1.0	-1.0	-1.0	0.0	-2.0	2.0	N	N				N				N		-1.0		0.0		-1.0	-1.0	2.0	0.0	2.0	2.0	2.0	-2.0	2.0	-2.0	-2.0	2.0	0.0		1.0									2	2	2	0	2	0	0	0	0	0	0	0	2	0	2	1	5.0	5.0	14 minutter 54 sekunder
56	12444346		30-44	O	IB		N		hen	N			Bi		Q					N											S				1.0	Y		3-11 måneder siden	6-9 ganger		Y	N	-1.0	-2.0	-2.0	-1.0	1.0	1.0	1.0	0.0	-2.0	2.0	Y	N				N				N	-2.0	-1.0		1.0	1.0	-2.0	-2.0	2.0	-1.0	2.0	1.0	1.0	-1.0	2.0	-1.0	-1.0	0.0	2.0	0.0	1.0									2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	6.0	3.0	11 minutter 32 sekunder
57	12444496		16-29	O	IB		N		De/dem	K			Bi		Q					N										Y					2.0	Y		Mindre enn 3 måneder siden	10-19 ganger		Y	Y	-2.0	-1.0	-2.0	-1.0	-1.0	0.0	-2.0	-2.0	0.0	1.0	U	U			U			Y_Neg			-2.0	-2.0	-2.0	-1.0	-1.0	-2.0	2.0	1.0	-1.0	-2.0	0.0	-1.0	1.0	1.0	2.0	1.0	0.0	2.0	2.0	-1.0									-1	2	1	2	1	2	2	2	2	2	1	2	2	1	2	1	7.0	3.0	13 minutter 11 sekunder
58	12444635		30-44	V	K		Y		ho	N				LG	Q					N												I			1.0	N		Mindre enn 3 måneder siden	10-19 ganger	Y	N	Y	-2.0	-2.0	-2.0	0.0	0.0	-1.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	2.0	-1.0		0.0	0.0	0.0	1.0	1.0	0.0	2.0	1.0	2.0	0.0	0.0	-2.0	0.0	0.0	0.0	1.0	1.0									1	1	1	-1	2	2	0	0	0	-1	-1	-1	0	-1	1	0	5.0	5.0	11 minutter 14 sekunder
59	12444678		30-44	O	K	Unngår å beskrive eigen kjønnsidentitet	Y		Spelar ingen rolle. Alle er ok.	N			Bi							N													N		2.0	U		3-11 måneder siden	3-5 ganger		Y	N	0.0	-2.0	1.0	1.0	-2.0	-1.0	-2.0	-2.0	-2.0	2.0	N	N	Y_Pos						U			1.0		0.0	0.0	0.0		2.0		2.0	1.0	2.0	-2.0	2.0	-2.0	-2.0	0.0	1.0	0.0	0.0									2	2	2	2	2	2	1	2	-2	2	1	2	2	2	2	0	5.0	4.0	23 minutter 27 sekunder
60	12444704		16-29	T	K		Y		Hun/henne	N	Ace		Bi	LG		Fluid				SU				LG	Q	Fluid						I			0.0	U	Har en invandrerforelder, men jeg selv er oppvokst i Norge og er hvit og «ser» norsk ut. Er mer en utfordring når det kommer til språk fordi jeg har to morsmål.	Mindre enn 3 måneder siden	6-9 ganger	Y	N	Y	-2.0	-1.0	-2.0	-1.0	1.0	0.0	-1.0	-2.0	-2.0	2.0	N	N				N				N	2.0	-1.0		0.0	-1.0	-2.0	1.0	1.0	-2.0	2.0	1.0	2.0	-2.0	2.0	-2.0	1.0	-1.0	0.0	1.0	2.0									2	2	1	0	2	2	1	1	1	0	0	1	0	-1	2	-1	5.0	3.0	37 minutter 17 sekunder
61	12444774		30-44	V	K		Y		Hun	N				LG						N										Y					1.0	N		3-11 måneder siden	1-2 ganger	Y	N	Y	-1.0	-2.0	-2.0	0.0	1.0	-1.0	-2.0	-2.0	-2.0	2.0	N	N			U				U		2.0	1.0		0.0	0.0	-2.0	-2.0	2.0	-1.0	2.0	2.0	2.0	-2.0	2.0	-2.0	-2.0	2.0	-2.0	1.0	2.0									2	1	1	1	2	2	1	-1	0	0	0	0	0	1	1	2	4.0	5.0	18 minutter 21 sekunder
62	12444780		30-44	T	K		Y		hun/henne	N			Bi		Q	Fluid				Y		Het			Q	Fluid						I	N		0.0	Y		Mindre enn 3 måneder siden	10-19 ganger		Y	N	-1.0	0.0	-1.0	-1.0	0.0	0.0	-2.0	-2.0	-2.0	1.0	N	N				N			U		1.0	-2.0		-1.0	0.0	1.0	0.0	2.0	0.0	2.0	2.0	2.0	0.0	2.0	0.0	1.0	1.0	2.0	2.0	0.0									2	2	2	2	2	1	1	1	1	1	1	2	1	0	2	0	5.0	5.0	20 minutter 18 sekunder
63	12444950		30-44	N	IB		Y		de/dem	N			Bi						bifil	SU			Bi								S				0.0	Y		Mindre enn 3 måneder siden	20-39 ganger	N	N	N	-1.0	1.0	0.0	-1.0	0.0	1.0	-1.0	-2.0	-1.0	2.0	Y	Y			U				U		-2.0	1.0	0.0	-1.0	-2.0	-2.0	-2.0	0.0	2.0	0.0	0.0	0.0	1.0	-1.0	-1.0	1.0	2.0	0.0	2.0	1.0									1	0	1	1	0	1	1	0	1	2	2	2	2	2	2	1	5.0	4.0	33 minutter 19 sekunder
64	12444963		30-44	S	M		Y		Han	N				LG						Y				LG						Y					1.0	N		Mindre enn 3 måneder siden	40 ganger eller mer	Y	N	N	-2.0	-1.0	-1.0	-1.0	0.0	0.0	-2.0	-2.0	0.0	1.0	U	Y			U				U		-2.0	-2.0	-2.0	-2.0	-2.0	0.0	-1.0	2.0	-1.0	0.0	-1.0	0.0	1.0	2.0	1.0	1.0	0.0	2.0	2.0	-1.0									2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	6.0	2.0	10 minutter 3 sekunder
65	12445114		16-29	N	K		Y		Hun/henne	N				LG	Q					N										Y		I			2.0	U	veganer	Mindre enn 3 måneder siden	40 ganger eller mer	N	N	N	-1.0	-2.0	-2.0	-1.0	0.0	0.0	-2.0	-2.0	-2.0	2.0	N	N	Y_Pos						U		-1.0	-1.0	0.0	-2.0	-1.0	-2.0	0.0	2.0	0.0	2.0	2.0	2.0	-2.0	2.0	-2.0	-2.0	1.0	0.0	0.0	2.0									2	2	1	2	2	2	2	2	1	2	2	2	2	0	2	1	5.0	5.0	2 timer 1 minutt 40 sekunder
66	12445204		30-44	V	K		Y		Hun	N				LG					Skeiv	N												I			1.0	N		3-11 måneder siden	3-5 ganger	Y	N	Y	-2.0	-2.0	-2.0	-2.0	0.0	-2.0	2.0	-2.0	-1.0	0.0	N	U		Y_Neg	U				U		-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	2.0	2.0	-2.0	1.0	1.0	-1.0	1.0	2.0	2.0	2.0	1.0	1.0	0.0	-1.0									2	2	1	1	1	2	2	2	0	0	0	0	0	0	1	1	5.0	1.0	11 minutter 45 sekunder
67	12445321		45-60	V	K	Kvinne	Y		Hun/henne	N			Bi							N													N		2.0	N		Mindre enn 3 måneder siden	10-19 ganger	Y	N	N	-1.0	-2.0	0.0	-1.0	0.0	0.0	-1.0	-1.0	-2.0	2.0	N	Y				N				N		-2.0		-1.0	-1.0	-2.0	-2.0	2.0	1.0		2.0	2.0	-2.0	2.0	-1.0	-1.0	0.0	0.0	0.0	1.0									2	2	2	2	2	2	1	2	1	2	2	2	2	2	2	2	7.0	5.0	25 minutter 43 sekunder
68	12445352		30-44	V	K		Y		hun/henne	N				LG	Q					N											S	I			2.0	N		3-6 år siden	1-2 ganger	Y	N	Y					0.0	1.0	-2.0	-2.0	-2.0	2.0	N	U			U				U		-1.0	-1.0		-2.0	0.0	-1.0	1.0	0.0	0.0	2.0	2.0	1.0	-1.0	1.0	-1.0	0.0	1.0	0.0	1.0	0.0									1	1	1	0	2	1	1	0	0	1	0	0	1	0	2	2	5.0	3.0	49 minutter 23 sekunder
69	12445380		16-29	V	K		Y		Hun/hen	N								NONE	Panseksuell	Y			Bi									I		U	1.0	Y		Mindre enn 3 måneder siden	6-9 ganger	N	N	N	-1.0	-2.0	-2.0	-1.0	-2.0	-1.0	-2.0	-2.0	-2.0	2.0	N	N			U				U		0.0	-2.0			-1.0	2.0	0.0	1.0	0.0	2.0		1.0	0.0	2.0	1.0	1.0	2.0	0.0	0.0	0.0									2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	0	7.0	2.0	12 minutter 2 sekunder
70	12445503		30-44	O	K		Y		Hun/henne	N				LG					skeiv	N													N		-1.0	N		3-11 måneder siden	1-2 ganger		Y	N	-2.0	-2.0	-2.0	-1.0	0.0	0.0	-2.0	-2.0	-2.0	2.0	N	U			U					N	2.0	2.0		1.0	-2.0	-2.0		2.0	-2.0	2.0	2.0	2.0	0.0	1.0	-2.0	1.0	2.0	-2.0		2.0									2	2	2	2	2	2	-1	-1	-2	2	2	2	2	1	2	-1	5.0	3.0	11 minutter 25 sekunder
71	12446040		30-44	O	K		Y		Hun	N					Q					N										Y					0.0	Y		Mindre enn 3 måneder siden	10-19 ganger		Y	N	-1.0	-1.0	-2.0	-2.0	0.0	-1.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	0.0	-2.0		-1.0	-1.0	-1.0	-2.0	1.0	-1.0	2.0	2.0	2.0	-1.0	1.0	-2.0	-2.0	2.0	0.0	1.0	2.0									2	1	2	0	2	0	1	0	0	2	1	1	2	0	2	1	6.0	5.0	10 minutter 43 sekunder
72	12446105		16-29	O	IB	Agender	N		de/dem	N	Ace									N										Y					-2.0	U	autisme	Mindre enn 3 måneder siden	10-19 ganger	Y	N	N	-1.0	-1.0	0.0	-1.0	1.0	1.0	-2.0	-2.0	-2.0	2.0	Y	N	Y_Pos							N	-2.0	-1.0		1.0	-1.0	-2.0	-2.0	2.0	-1.0	-2.0	-2.0	-2.0	1.0	-2.0	2.0	2.0	-2.0	-2.0	0.0	-2.0									2	2	2	2	2	0	2	1	2	2	2	2	2	2	2	2	6.0	6.0	25 minutter 12 sekunder
73	12446187		30-44	S	M		N		Han	N			Bi						Bifil	Y					Q						S				1.0	N		Mindre enn 3 måneder siden	6-9 ganger	Y	N	N	-1.0	-2.0	-1.0	-2.0	0.0	-1.0	-2.0	-1.0	0.0	1.0	N	U				N				N	1.0	1.0		1.0	1.0	-1.0	2.0	2.0	-1.0	2.0	2.0	1.0	-2.0	2.0	1.0	2.0	2.0	1.0	2.0	-1.0									1	1	1	2	0	1	0	1	0	1	1	1	1	0	2	1	6.0	5.0	9 minutter 46 sekunder
74	12446801		30-44	O	K		Y		Hun henne	N				LG						N														U	2.0	N		Mindre enn 3 måneder siden	20-39 ganger	Y	N	Y	-1.0	-2.0	-1.0	-2.0	2.0	1.0	2.0	-1.0	-2.0	2.0	N	N			U				U		0.0	0.0	0.0	-2.0	0.0	-2.0	1.0	2.0	-1.0	2.0	2.0	2.0	-2.0	2.0	-2.0	1.0	2.0	-2.0	1.0	1.0									2	2	2	2	2	2	2	2	2	2	0	2	2	2	2	2	6.0	6.0	16 minutter 17 sekunder
75	12447127		30-44	O	K		Y		Hun/henne	N				LG						SU				LG	Q							I			2.0	N		1-3 år siden	1-2 ganger		Y	Y	-1.0	-2.0	-2.0	-1.0	-1.0	0.0	0.0	-2.0	-1.0	1.0	N	Y				N			U		-2.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	2.0	0.0	1.0	2.0	2.0	1.0	2.0	-2.0	-1.0	1.0	0.0	1.0	0.0									2	2	2	2	2	2	2	1	1	2	2	2	2	2	2	2	6.0	5.0	10 minutter 6 sekunder
76	12447638		30-44	O	K		Y		Hun	N			Bi	LG		Fluid				Y				LG	Q							I			1.0	N		Mindre enn 3 måneder siden	6-9 ganger		Y	N	-1.0	-1.0	-1.0	-1.0	1.0	-1.0	-2.0	-2.0	-2.0	2.0	N	U			U					N	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	-1.0	2.0	1.0	2.0	1.0	2.0	-2.0	1.0	-1.0	-2.0	2.0	1.0	2.0										2	2	2	2	2	1	0	0	0	2	2	1	0	2	2	1	5.0	3.0	6 minutter 57 sekunder
77	12448200		16-29	T	K		Y		Hun/henne	N			Bi		Q					N												I			2.0	N		1-3 år siden	1-2 ganger	Y	N	N	-1.0	-1.0	-2.0	-2.0	1.0	0.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	2.0	-1.0		-1.0	-1.0	-1.0	-2.0	2.0	1.0	2.0	2.0	2.0	-2.0	1.0	-2.0	1.0	2.0	0.0	1.0	2.0									2	1	1	1	2	1	1	0	2	2	2	2	2	1	2	2	6.0	5.0	10 minutter 7 sekunder
78	12448355		16-29	T	K		Y		hun/henne	N	Ace								Ace	SU	Aro											I			2.0	N		Mindre enn 3 måneder siden	20-39 ganger	Y	N	N	-1.0	-2.0	0.0	-1.0	1.0	0.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	2.0	-2.0		1.0	0.0	-1.0	-2.0	2.0	-1.0	2.0	2.0	2.0	-1.0	1.0	-2.0	-1.0	0.0	0.0		2.0									2	2	1	2	2	1	2	1	0	2	0	2	2	1	2	0	6.0	3.0	16 minutter 24 sekunder
79	12448640		30-44	O	K		Y		hun/henne	N			Bi		Q				bifil	N													N		1.0	N		1-3 år siden	1-2 ganger		Y	N	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-1.0	2.0	N	N				N				N	2.0	-1.0		-1.0	1.0	-1.0		1.0	0.0	1.0	1.0	1.0	-1.0	2.0	-1.0	-1.0	0.0		1.0	0.0									1	1	2	1	2	1	2	1	0	2	2	2	1	0	2	1	4.0	4.0	12 minutter 31 sekunder
80	12448725		30-44	T	K		Y		hun/henne	N			Bi			Fluid				N													N		0.0	N		Mindre enn 3 måneder siden	1-2 ganger	N	N	N	-1.0	-1.0	1.0	-2.0	0.0	-1.0	-2.0	-1.0	-2.0	2.0	N	N				N				N	2.0	-1.0		2.0	-1.0	-1.0		0.0	1.0	2.0	2.0	2.0	-2.0	2.0		-2.0	2.0	0.0	1.0	2.0									2	1	2	1	2	0	-1	2	0	2	0	2	2	0	2	0	6.0	6.0	23 minutter 39 sekunder
81	12448919		30-44	V	K		N		Hun	N				LG						N														U	0.0	N		Mindre enn 3 måneder siden	10-19 ganger	Y	N	N	-1.0	-2.0	-2.0	-1.0	-1.0	-2.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	0.0	0.0		0.0	0.0	2.0	-2.0	-2.0	0.0	2.0	2.0	2.0	0.0	0.0	-2.0	-2.0	2.0	0.0	0.0	2.0									1	-1	1	1	2	2	2	1	-2	2	2	2	1	-2	2	1	4.0	6.0	14 minutter 57 sekunder
82	12448920		30-44	O	M	mann eller transmann	N		han	N			Bi						skeiv	Y						Fluid			skeiv (hovedsaklig int i kvinner)	Y					2.0	N		Mindre enn 3 måneder siden	6-9 ganger		Y	Y	0.0	0.0	0.0	-1.0	0.0	0.0	-2.0	-1.0	-2.0	1.0	U	U			U					N	-1.0	1.0		0.0	-2.0	-2.0	-2.0	2.0	0.0	2.0	2.0	0.0	-2.0	-1.0	-2.0	-2.0	2.0	1.0	1.0	2.0									2	2	2	2	2	0	1	1	2	2	0	1	2	2	2	2	5.0	5.0	1 time 40 minutter 58 sekunder
83	12448954		30-44	V	K		Y		Hun/Henne	N			Bi							N													N		2.0	N		3-11 måneder siden	1-2 ganger		Y	N	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	-2.0	-2.0	2.0	-1.0	-1.0	1.0	-2.0	-2.0	-1.0	1.0	2.0	2.0	-1.0	2.0	-2.0	-2.0	2.0	1.0	-1.0	2.0									2	2	2	2	2	2	2	1	-1	2	1	2	2	0	2	-1	5.0	6.0	8 minutter 49 sekunder
84	12449118		30-44	O	M	Homofil	Y		Han	N				LG					Homofil	N											S				1.0	N		Mindre enn 3 måneder siden	6-9 ganger		Y	N	-2.0	-2.0	1.0	-2.0	-1.0	-1.0	-1.0	-1.0	-2.0	2.0	N	N	Y_Pos							N	-2.0	-2.0	-2.0	0.0	-2.0	-1.0	0.0	1.0	0.0	2.0	2.0	2.0	1.0	2.0	-2.0	-1.0	2.0	0.0	1.0	2.0									2	2	2	2	2	1	2	2	2	0	0	0	-1	-1	2	1	5.0	4.0	13 minutter 2 sekunder
85	12449213		16-29	V	M		Y		Han	N				LG						N										Y					1.0	N		3-11 måneder siden	3-5 ganger	Y	N	N	-2.0	-1.0	1.0	-1.0	-2.0	-2.0	-2.0	-2.0	0.0	1.0	N	N				N		Y_Neg			-2.0	-1.0	0.0	0.0	-2.0	-1.0	2.0	2.0		1.0	1.0	1.0	-1.0	2.0	1.0	1.0	0.0	2.0	1.0	0.0									2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	7.0	5.0	5 minutter 51 sekunder
86	12449300		30-44	O	K		Y		Hun/henne	N				LG	Q	Fluid			Skeiv, lesbisk	N												I			1.0	N		3-11 måneder siden	3-5 ganger		Y	N	-2.0	-2.0	-2.0	-2.0	0.0	-1.0	-2.0	-2.0	-2.0	1.0	N	N				N				N	-1.0	-1.0	-1.0	-1.0	-1.0	1.0	1.0	2.0	0.0	0.0	1.0	1.0	-1.0	1.0	-1.0	1.0	0.0	1.0	2.0	1.0									2	2	2	2	2	2	2	2	2	2	2	2	2	0	2	2	6.0	3.0	12 minutter 14 sekunder
87	12449341		45-60	S	K		Y		Hun/henne	N	Ace		Bi			Fluid				SU			Bi			Fluid				Y		I			1.0	N		3-11 måneder siden	6-9 ganger	N	N	Y	-2.0	2.0	-2.0	-2.0	1.0	-1.0	-1.0	-2.0	-2.0	2.0	N	Y	Y_Pos							N	-2.0	-2.0	0.0	-2.0	-1.0	-2.0	1.0	2.0	-2.0	2.0	1.0	1.0	1.0	2.0	1.0	0.0	1.0	1.0	2.0	1.0									2	2	2	2	2	2	1	1	1	1	1	2	1	2	2	2	6.0	5.0	11 minutter 44 sekunder
88	12449498		16-29	T	IB	Ikke-binær transmann	N		Hen/han	N			Bi		Q				Bifil	N										Y		I			2.0	U	Nevromangfoldig og har noe nedsatt funksjonsevn pga. kronisk sykdom	3-11 måneder siden	6-9 ganger	N	N	N	-1.0	-2.0	-2.0	-2.0	-1.0	0.0	-1.0	-2.0	0.0	2.0	Y	U	Y_Pos						U		-2.0	-1.0		-2.0	-2.0	0.0	0.0	2.0	-1.0	1.0	0.0	-1.0	-1.0	2.0	2.0	0.0	2.0	1.0	2.0	1.0									2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	6.0	4.0	23 minutter 56 sekunder
89	12450125		16-29	T	K		Y		Hun/henne	N				LG						N													N		0.0	N		1-3 år siden	3-5 ganger	Y	N	N	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	1.0			1.0	1.0	2.0		1.0			2.0	2.0	1.0	-2.0	-2.0	-2.0	2.0	0.0	2.0	2.0									0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.0	4.0	17 minutter 44 sekunder
90	12450291		30-44	N	K		Y		hun/henne	N			Bi		Q	Fluid				Y			Bi		Q							I			2.0	U		Mindre enn 3 måneder siden	20-39 ganger	N	N	Y	-1.0	0.0	1.0	-1.0	0.0	2.0	0.0	-2.0	-1.0	2.0	N	Y			U				U		2.0	-1.0		-1.0	1.0	-1.0	0.0	1.0	1.0	1.0	1.0	0.0	-2.0	2.0	-1.0	1.0	2.0	0.0	2.0	0.0									1	2	2	1	2	-1	0	1	1	2	1	1	2	0	2	1	5.0	3.0	7 minutter 18 sekunder
91	12450425		30-44	O	K		NONE	Bruker ikke betegnelsen cis sa den er latterlig.	Ikke opptatt av dette.	N		Het								N													N		-2.0	U	Mørk, etnisk norsk.	3-11 måneder siden	10-19 ganger	Y	N	N	-2.0	-2.0	-2.0	0.0	-2.0	-2.0	-2.0	-2.0	-2.0	2.0	N	N				N				N	2.0	2.0	0.0	0.0	0.0	2.0		-2.0	0.0	2.0	2.0	2.0	-2.0	-1.0	-2.0	-2.0	2.0	-2.0	0.0	2.0									-2	-2	-2	2	-1	0	1	-2	-2	-2	-2	-2	-2	-2	0	-2	1.0	7.0	27 minutter 13 sekunder
